Date,High,Low,Open,Close,Volume,Adj Close
2017-07-10,36.48749923706055,35.842498779296875,36.02750015258789,36.26499938964844,84362400.0,34.330841064453125
2017-07-11,36.462501525878906,36.095001220703125,36.182498931884766,36.38249969482422,79127200.0,34.44208526611328
2017-07-12,36.54499816894531,36.20500183105469,36.467498779296875,36.435001373291016,99538000.0,34.491783142089844
2017-07-13,37.122501373291016,36.36000061035156,36.375,36.942501068115234,100797600.0,34.97221374511719
2017-07-14,37.33250045776367,36.83250045776367,36.99250030517578,37.2599983215332,80528400.0,35.27277374267578
2017-07-17,37.724998474121094,37.14250183105469,37.20500183105469,37.38999938964844,95174000.0,35.39584732055664
2017-07-18,37.532501220703125,37.16749954223633,37.29999923706055,37.52000045776367,71475200.0,35.518917083740234
2017-07-19,37.85499954223633,37.48749923706055,37.619998931884766,37.755001068115234,83692000.0,35.74137878417969
2017-07-20,37.935001373291016,37.54750061035156,37.875,37.584999084472656,68974800.0,35.58043670654297
2017-07-21,37.61000061035156,37.220001220703125,37.497501373291016,37.567501068115234,105010400.0,35.56388854980469
2017-07-24,38.11000061035156,37.474998474121094,37.64500045776367,38.022499084472656,85972800.0,35.9946174621582
2017-07-25,38.459999084472656,37.95000076293945,37.95000076293945,38.185001373291016,75415600.0,36.1484489440918
2017-07-26,38.48249816894531,38.26499938964844,38.337501525878906,38.3650016784668,63124000.0,36.31884765625
2017-07-27,38.497501373291016,36.82500076293945,38.4375,37.63999938964844,129905200.0,35.63251495361328
2017-07-28,37.557498931884766,37.29750061035156,37.47249984741211,37.375,68854800.0,35.381656646728516
2017-07-31,37.58250045776367,37.032501220703125,37.474998474121094,37.182498931884766,79383600.0,35.19941329956055
2017-08-01,37.55500030517578,37.102500915527344,37.275001525878906,37.51250076293945,141474400.0,35.511817932128906
2017-08-02,39.9375,39.040000915527344,39.81999969482422,39.28499984741211,279747200.0,37.18977737426758
2017-08-03,39.3025016784668,38.755001068115234,39.26250076293945,38.89250183105469,108389200.0,36.818214416503906
2017-08-04,39.349998474121094,38.92250061035156,39.01750183105469,39.09749984741211,82239600.0,37.01228332519531
2017-08-07,39.72999954223633,39.16749954223633,39.26499938964844,39.70249938964844,87481200.0,37.58501052856445
2017-08-08,40.45750045776367,39.567501068115234,39.650001525878906,40.02000045776367,144823600.0,37.88557815551758
2017-08-09,40.317501068115234,39.77750015258789,39.814998626708984,40.26499938964844,104526000.0,38.11751937866211
2017-08-10,40.0,38.657501220703125,39.974998474121094,38.83000183105469,163217200.0,36.90340042114258
2017-08-11,39.64250183105469,39.01750183105469,39.150001525878906,39.369998931884766,105028400.0,37.416603088378906
2017-08-14,40.0525016784668,39.6875,39.83000183105469,39.962501525878906,88490800.0,37.97970962524414
2017-08-15,40.54999923706055,40.03499984741211,40.165000915527344,40.400001525878906,117862000.0,38.395503997802734
2017-08-16,40.627498626708984,40.037498474121094,40.48500061035156,40.23749923706055,110686400.0,38.241065979003906
2017-08-17,40.1775016784668,39.459999084472656,40.130001068115234,39.46500015258789,111762400.0,37.506893157958984
2017-08-18,39.875,39.18000030517578,39.46500015258789,39.375,109712400.0,37.421356201171875
2017-08-21,39.47249984741211,38.77750015258789,39.375,39.3025016784668,105474000.0,37.352447509765625
2017-08-22,40.0,39.505001068115234,39.557498931884766,39.94499969482422,86418400.0,37.963077545166016
2017-08-23,40.11750030517578,39.720001220703125,39.76750183105469,39.994998931884766,77596400.0,38.01059341430664
2017-08-24,40.185001373291016,39.63750076293945,40.10749816894531,39.817501068115234,79275600.0,37.84190368652344
2017-08-25,40.13999938964844,39.817501068115234,39.912498474121094,39.96500015258789,101920400.0,37.98207092285156
2017-08-28,40.5,39.98249816894531,40.03499984741211,40.36750030517578,103864000.0,38.3646125793457
2017-08-29,40.779998779296875,40.0,40.025001525878906,40.727500915527344,118067600.0,38.70675277709961
2017-08-30,40.97249984741211,40.65250015258789,40.95000076293945,40.837501525878906,109078400.0,38.81129837036133
2017-08-31,41.130001068115234,40.869998931884766,40.90999984741211,41.0,107140400.0,38.96572494506836
2017-09-01,41.23500061035156,40.907501220703125,41.20000076293945,41.01250076293945,66364400.0,38.97761535644531
2017-09-05,41.0625,40.13999938964844,40.9375,40.52000045776367,117874000.0,38.509544372558594
2017-09-06,40.747501373291016,40.130001068115234,40.6775016784668,40.477500915527344,86606800.0,38.46916198730469
2017-09-07,40.560001373291016,40.09000015258789,40.522499084472656,40.314998626708984,87714000.0,38.3147087097168
2017-09-08,40.287498474121094,39.63249969482422,40.21500015258789,39.657501220703125,114446000.0,37.68984603881836
2017-09-11,40.51250076293945,39.97249984741211,40.125,40.375,126323200.0,38.371734619140625
2017-09-12,40.9900016784668,39.692501068115234,40.65250015258789,40.21500015258789,286856000.0,38.21968460083008
2017-09-13,39.9900016784668,39.477500915527344,39.967498779296875,39.912498474121094,179629600.0,37.93218994140625
2017-09-14,39.849998474121094,39.522499084472656,39.747501373291016,39.56999969482422,95042800.0,37.6066780090332
2017-09-15,40.24250030517578,39.5,39.61750030517578,39.970001220703125,196458400.0,37.98684310913086
2017-09-18,40.125,39.5,40.02750015258789,39.66749954223633,113077600.0,37.69934844970703
2017-09-19,39.942501068115234,39.61000061035156,39.877498626708984,39.682498931884766,83242400.0,37.713600158691406
2017-09-20,39.564998626708984,38.45750045776367,39.474998474121094,39.01750183105469,211805600.0,37.08159637451172
2017-09-21,38.95000076293945,38.1875,38.95000076293945,38.34749984741211,150046800.0,36.44484329223633
2017-09-22,38.067501068115234,37.63999938964844,37.8849983215332,37.97249984741211,186581600.0,36.088436126708984
2017-09-25,37.95750045776367,37.290000915527344,37.497501373291016,37.63750076293945,177549200.0,35.77006149291992
2017-09-26,38.47999954223633,37.92250061035156,37.94499969482422,38.28499984741211,146640000.0,36.385440826416016
2017-09-27,38.68000030517578,38.3849983215332,38.45000076293945,38.557498931884766,102016800.0,36.64441680908203
2017-09-28,38.56999969482422,38.17499923706055,38.47249984741211,38.31999969482422,88022000.0,36.418701171875
2017-09-29,38.532501220703125,38.0,38.3025016784668,38.529998779296875,105199200.0,36.61827850341797
2017-10-02,38.61249923706055,38.18000030517578,38.564998626708984,38.45249938964844,74795200.0,36.54462814331055
2017-10-03,38.772499084472656,38.477500915527344,38.502498626708984,38.619998931884766,64921200.0,36.70381546020508
2017-10-04,38.46500015258789,38.1150016784668,38.407501220703125,38.369998931884766,80655200.0,36.466224670410156
2017-10-05,38.86000061035156,38.51250076293945,38.54499816894531,38.84749984741211,85135200.0,36.92003631591797
2017-10-06,38.872501373291016,38.63999938964844,38.74250030517578,38.82500076293945,69630400.0,36.89864730834961
2017-10-09,39.182498931884766,38.872501373291016,38.95249938964844,38.959999084472656,65051600.0,37.02695083618164
2017-10-10,39.5,38.775001525878906,39.01499938964844,38.974998474121094,62468000.0,37.04119873046875
2017-10-11,39.244998931884766,38.9375,38.99250030517578,39.13750076293945,67622400.0,37.195640563964844
2017-10-12,39.342498779296875,38.932498931884766,39.087501525878906,39.0,64500400.0,37.064964294433594
2017-10-13,39.31999969482422,39.102500915527344,39.182498931884766,39.247501373291016,65576800.0,37.30017852783203
2017-10-16,40.0,39.412498474121094,39.474998474121094,39.970001220703125,96486000.0,37.98684310913086
2017-10-17,40.217498779296875,39.807498931884766,39.94499969482422,40.11750030517578,75989200.0,38.127010345458984
2017-10-18,40.1775016784668,39.900001525878906,40.10499954223633,39.939998626708984,65496800.0,37.95832443237305
2017-10-19,39.27000045776367,38.755001068115234,39.1875,38.994998931884766,170336800.0,37.06020736694336
2017-10-20,39.4375,38.9900016784668,39.15250015258789,39.0625,95896400.0,37.12437057495117
2017-10-23,39.42250061035156,38.875,39.22249984741211,39.04249954223633,87937200.0,37.105350494384766
2017-10-24,39.35499954223633,39.04999923706055,39.0724983215332,39.275001525878906,71028800.0,37.32632064819336
2017-10-25,39.38750076293945,38.817501068115234,39.227500915527344,39.102500915527344,84828400.0,37.16237258911133
2017-10-26,39.45750045776367,39.19499969482422,39.307498931884766,39.352500915527344,68002000.0,37.39997482299805
2017-10-27,40.900001525878906,39.67499923706055,39.8224983215332,40.76250076293945,177816800.0,38.74000930786133
2017-10-30,42.01750183105469,40.93000030517578,40.97249984741211,41.68000030517578,178803200.0,39.61198806762695
2017-10-31,42.412498474121094,41.73500061035156,41.974998474121094,42.2599983215332,144187200.0,40.163204193115234
2017-11-01,42.48500061035156,41.40250015258789,42.467498779296875,41.72249984741211,134551200.0,39.65238571166992
2017-11-02,42.125,41.31999969482422,41.650001525878906,42.02750015258789,165573600.0,39.9422492980957
2017-11-03,43.564998626708984,42.779998779296875,43.5,43.125,237594400.0,40.985294342041016
2017-11-06,43.747501373291016,42.93000030517578,43.092498779296875,43.5625,140105200.0,41.40108108520508
2017-11-07,43.8125,43.400001525878906,43.477500915527344,43.70249938964844,97446000.0,41.53414535522461
2017-11-08,44.060001373291016,43.58250045776367,43.665000915527344,44.060001373291016,97638000.0,41.87390899658203
2017-11-09,44.025001525878906,43.28499984741211,43.77750015258789,43.970001220703125,117930400.0,41.78836441040039
2017-11-10,43.845001220703125,43.567501068115234,43.77750015258789,43.66749954223633,100582000.0,41.65007019042969
2017-11-13,43.625,43.349998474121094,43.375,43.49250030517578,67928400.0,41.483158111572266
2017-11-14,43.369998931884766,42.79499816894531,43.2599983215332,42.834999084472656,99130000.0,40.85602569580078
2017-11-15,42.58000183105469,42.095001220703125,42.49250030517578,42.27000045776367,116632400.0,40.31713104248047
2017-11-16,42.967498779296875,42.57500076293945,42.79499816894531,42.775001525878906,94550000.0,40.798805236816406
2017-11-17,42.84749984741211,42.40999984741211,42.7599983215332,42.537498474121094,87598000.0,40.5722770690918
2017-11-20,42.63999938964844,42.38999938964844,42.5724983215332,42.494998931884766,65049600.0,40.531742095947266
2017-11-21,43.42499923706055,42.69499969482422,42.69499969482422,43.28499984741211,100525200.0,41.285240173339844
2017-11-22,43.75,43.26250076293945,43.34000015258789,43.7400016784668,102355600.0,41.71921920776367
2017-11-24,43.875,43.662498474121094,43.775001525878906,43.74250030517578,56106800.0,41.72160720825195
2017-11-27,43.77000045776367,43.334999084472656,43.76250076293945,43.522499084472656,82867200.0,41.51176834106445
2017-11-28,43.717498779296875,42.96500015258789,43.57500076293945,43.26750183105469,105715200.0,41.26854705810547
2017-11-29,43.22999954223633,41.790000915527344,43.157501220703125,42.369998931884766,166665600.0,40.41251754760742
2017-11-30,43.03499984741211,42.11000061035156,42.60749816894531,42.962501525878906,166108800.0,40.977638244628906
2017-12-01,42.91749954223633,42.125,42.48749923706055,42.76250076293945,159037200.0,40.7868766784668
2017-12-04,43.154998779296875,42.407501220703125,43.119998931884766,42.45000076293945,130169600.0,40.48881530761719
2017-12-05,42.880001068115234,42.099998474121094,42.26499938964844,42.40999984741211,109400800.0,40.45065689086914
2017-12-06,42.54999923706055,41.6150016784668,41.875,42.252498626708984,114240000.0,40.300445556640625
2017-12-07,42.61000061035156,42.227500915527344,42.25749969482422,42.33000183105469,102693200.0,40.37436294555664
2017-12-08,42.75,42.20500183105469,42.622501373291016,42.342498779296875,93420800.0,40.38628387451172
2017-12-11,43.22249984741211,42.1974983215332,42.29999923706055,43.16749954223633,141095200.0,41.17316818237305
2017-12-12,43.09749984741211,42.8650016784668,43.037498474121094,42.92499923706055,77636800.0,40.941871643066406
2017-12-13,43.3849983215332,43.0,43.125,43.067501068115234,95273600.0,41.077789306640625
2017-12-14,43.282501220703125,42.912498474121094,43.099998474121094,43.05500030517578,81906000.0,41.065860748291016
2017-12-15,43.54249954223633,43.1150016784668,43.407501220703125,43.49250030517578,160677200.0,41.483158111572266
2017-12-18,44.29999923706055,43.71500015258789,43.720001220703125,44.10499954223633,117684400.0,42.067359924316406
