Date,High,Low,Open,Close,Volume,Adj Close,Total Traded,MA100,returns,Cumulative Returns
2017-07-10,953.1300048828125,941.9500122070312,941.9500122070312,951.0,1451500,951.0,1367240442.7185059,,,
2017-07-11,954.8900146484375,945.1199951171875,950.52001953125,953.530029296875,1461200,953.530029296875,1388899852.5390625,,0.002660388324789764,1.0026603883247898
2017-07-12,969.6300048828125,957.0399780273438,960.8599853515625,967.6599731445312,1602100,967.6599731445312,1539393782.5317383,,0.014818561989154766,1.0175183734432507
2017-07-13,978.7000122070312,964.7999877929688,970.7999877929688,968.8499755859375,1524600,968.8499755859375,1480081661.3891602,,0.001229773344390006,1.0187696904163384
2017-07-14,977.5399780273438,970.1500244140625,974.0,976.9099731445312,1079600,976.9099731445312,1051530400.0,,0.008319138939668402,1.0272449770184349
2017-07-17,983.3499755859375,970.7999877929688,976.3200073242188,975.9600219726562,1660500,975.9600219726562,1621179372.1618652,,-0.0009724040064994499,1.0262460798871258
2017-07-18,990.8499755859375,972.0399780273438,973.3599853515625,986.9500122070312,1413300,986.9500122070312,1375649667.2973633,,0.01126069714634581,1.0378023261903593
2017-07-19,995.5999755859375,987.010009765625,990.010009765625,992.77001953125,1412100,992.77001953125,1397993134.790039,,0.005896962614351686,1.0439222077089911
2017-07-20,998.6799926757812,984.6199951171875,997.0,992.1900024414062,1418400,992.1900024414062,1414144800.0,,-0.0005842411418885973,1.0433123054063165
2017-07-21,995.1099853515625,984.1699829101562,989.0,993.8400268554688,1463300,993.8400268554688,1447203700.0,,0.0016630125379235583,1.0450473468511772
2017-07-24,1006.1900024414062,990.27001953125,994.0999755859375,998.3099975585938,3984500,998.3099975585938,3960991352.722168,,0.004497676268149675,1.0497476315022025
2017-07-25,976.72998046875,963.7999877929688,970.7000122070312,969.030029296875,5933600,969.030029296875,5759745592.431641,,-0.029329535247892946,1.0189590213426665
2017-07-26,973.9500122070312,960.22998046875,972.780029296875,965.3099975585938,2221600,965.3099975585938,2161128113.0859375,,-0.003838923073395839,1.0150473160447893
2017-07-27,969.52001953125,937.0599975585938,969.1799926757812,952.510009765625,3717900,952.510009765625,3603314294.769287,,-0.013259976406897023,1.0015878125821511
2017-07-28,961.7899780273438,945.3099975585938,947.989990234375,958.3300170898438,1813800,958.3300170898438,1719464244.2871094,,0.006110179698427309,1.0077076941007828
2017-07-31,961.1900024414062,941.72998046875,960.0,945.5,2283500,945.5,2192160000.0,,-0.013387890247667067,0.9942166140904318
2017-08-01,954.489990234375,944.9600219726562,947.8099975585938,946.5599975585938,1402600,946.5599975585938,1329398302.5756836,,0.0011210973649855571,0.9953312277167135
2017-08-02,949.0999755859375,932.52001953125,948.3699951171875,947.6400146484375,2039400,947.6400146484375,1934105768.0419922,,0.001140991688460824,0.9964668923748037
2017-08-03,950.0,939.4400024414062,949.0999755859375,940.2999877929688,1123900,940.2999877929688,1066693462.5610352,,-0.007745585604246319,0.9887486727581173
2017-08-04,947.5399780273438,939.7999877929688,943.9500122070312,945.7899780273438,1254600,945.7899780273438,1184279685.3149414,,0.005838551851160778,0.9945215331517819
2017-08-07,948.9600219726562,943.5,947.52001953125,945.75,1445800,945.75,1369924444.2382812,,-4.2269455452603744e-05,0.9944794952681397
2017-08-08,952.489990234375,942.47998046875,944.2899780273438,944.1900024414062,1505100,944.1900024414062,1421250845.928955,,-0.0016494819546325479,0.9928391192864429
2017-08-09,943.760009765625,933.9199829101562,938.4500122070312,940.0800170898438,1400900,940.0800170898438,1314674622.10083,,-0.004352921912893826,0.9885173681281227
2017-08-10,936.2999877929688,921.780029296875,935.0,923.5900268554688,2707400,923.5900268554688,2531419000.0,,-0.017541049628330807,0.9711777359153204
2017-08-11,933.3599853515625,921.219970703125,923.7100219726562,930.0900268554688,1616700,930.0900268554688,1493361992.5231934,,0.007037754643291816,0.9780126465357201
2017-08-14,941.0399780273438,934.489990234375,939.0700073242188,938.9299926757812,1150600,938.9299926757812,1080493950.427246,,0.009504419534740682,0.9873080890386776
2017-08-15,943.0700073242188,936.6400146484375,941.030029296875,938.0800170898438,1106500,938.0800170898438,1041249727.4169922,,-0.0009052598091101594,0.9864143187064616
2017-08-16,949.9000244140625,940.0399780273438,941.25,944.27001953125,1345300,944.27001953125,1266263625.0,,0.006598586824831054,0.9929232592337027
2017-08-17,943.8099975585938,927.6400146484375,942.9500122070312,927.6599731445312,1695700,927.6599731445312,1598960335.699463,,-0.017590356617447456,0.9754573850100237
2017-08-18,931.02001953125,923.4500122070312,926.97998046875,926.1799926757812,1337400,926.1799926757812,1239743025.8789062,,-0.0015953911040629265,0.9739011489755862
2017-08-21,928.25,918.5999755859375,925.77001953125,920.8699951171875,1301200,920.8699951171875,1204611949.4140625,,-0.00573322421190825,0.9683175553282741
2017-08-22,941.9600219726562,926.1699829101562,926.9600219726562,940.4000244140625,1775100,940.4000244140625,1645446735.003662,,0.0212082372109319,0.9888538637371859
2017-08-23,945.4299926757812,935.239990234375,937.0,942.5800170898438,1134500,942.5800170898438,1063026500.0,,0.0023181546354591465,0.9911461799051999
2017-08-24,946.3099975585938,930.739990234375,943.7100219726562,936.8900146484375,1294600,936.8900146484375,1221726994.4458008,,-0.00603662536680305,0.9851630017333742
2017-08-25,940.72998046875,930.0999755859375,939.2100219726562,930.5,1187300,930.5,1115124059.0881348,,-0.006820453360083412,0.978443743427972
2017-08-28,934.8499755859375,926.1099853515625,931.8800048828125,928.1300048828125,1049400,928.1300048828125,977914877.1240234,,-0.002547012484887201,0.9759516349977012
2017-08-29,938.1900024414062,919.3099975585938,919.9500122070312,935.75,1158600,935.75,1065854084.1430664,,0.008210051476732039,0.9839642481598332
2017-08-30,945.8599853515625,934.0499877929688,935.6699829101562,943.6300048828125,1120300,943.6300048828125,1048231081.854248,,0.008421057849652636,0.9922502680155771
2017-08-31,957.2000122070312,946.25,946.2999877929688,955.239990234375,1693300,955.239990234375,1602369769.329834,,0.012303535592856019,1.0044584545051278
2017-09-01,958.3300170898438,950.280029296875,957.469970703125,951.989990234375,1042900,951.989990234375,998545432.4462891,,-0.003402286371200436,1.001040999194928
2017-09-05,951.3900146484375,935.5999755859375,946.8599853515625,941.47998046875,1457400,941.47998046875,1379953742.6513672,,-0.01104004230447575,0.9899894642153014
2017-09-06,944.5,932.6799926757812,943.8699951171875,942.02001953125,1391500,942.02001953125,1313395098.2055664,,0.00057360652770444,0.990557328634334
2017-09-07,950.5,937.530029296875,944.25,949.8900146484375,1116600,949.8900146484375,1054349550.0,,0.00835438202375327,0.9988328229741738
2017-09-08,950.7000122070312,940.010009765625,949.7000122070312,941.4099731445312,999900,941.4099731445312,949605042.2058105,,-0.008927393038282161,0.9899158497839464
2017-09-11,952.6799926757812,941.0,947.2000122070312,943.2899780273438,1337400,943.2899780273438,1266785296.3256836,,0.0019970097369299555,0.9918927213747063
2017-09-12,948.0900268554688,937.5,946.9199829101562,946.6500244140625,1284800,946.6500244140625,1216602794.0429688,,0.003562050339753986,0.9954258931798786
2017-09-13,952.8499755859375,944.739990234375,945.5,950.4400024414062,1095400,950.4400024414062,1035700700.0,,0.004003568298315496,0.999411148729136
2017-09-14,948.030029296875,938.3599853515625,946.0,940.1300048828125,1427400,940.1300048828125,1350320400.0,,-0.01084760482735403,0.9885699315276704
2017-09-15,941.75,931.25,940.0900268554688,935.2899780273438,1994300,935.2899780273438,1874821540.5578613,,-0.005148252720720281,0.9834805236880608
2017-09-18,936.8599853515625,925.4000244140625,935.010009765625,929.75,1473700,929.75,1377924251.3916016,,-0.005923273163931819,0.9776550998948498
2017-09-19,937.9400024414062,926.6599731445312,933.4099731445312,936.8599853515625,1242700,936.8599853515625,1159948573.626709,,0.00764720123857221,0.9851314251856621
2017-09-20,950.0,937.5,937.72998046875,947.5399780273438,2004000,947.5399780273438,1879210880.859375,,0.011399774611756452,0.9963617013957371
2017-09-21,952.7999877929688,939.3800048828125,948.1300048828125,947.5499877929688,1370700,947.5499877929688,1299601797.692871,,1.0563950711528491e-05,0.9963722269116415
2017-09-22,950.0,940.8400268554688,942.77001953125,943.260009765625,1074800,943.260009765625,1013289216.9921875,,-0.004527442438510221,0.9918612090069688
2017-09-25,939.75,924.510009765625,939.4500122070312,934.280029296875,1873400,934.280029296875,1759965652.8686523,,-0.009520153908550877,0.9824185376413012
2017-09-26,944.0800170898438,935.1199951171875,936.6900024414062,937.4299926757812,1672700,937.4299926757812,1566801367.0837402,,0.0033715409514605277,0.9857308019724328
2017-09-27,965.4299926757812,941.9500122070312,942.739990234375,959.9000244140625,2334600,959.9000244140625,2200920781.201172,,0.023969823788273725,1.0093585955983857
2017-09-28,966.1799926757812,955.5499877929688,956.25,964.8099975585938,1400900,964.8099975585938,1339610625.0,,0.005115088050475336,1.0145215536893755
2017-09-29,975.8099975585938,966.0,966.0,973.719970703125,2031100,973.719970703125,1962042600.0,,0.009234951096151134,1.023890610623688
2017-10-02,977.739990234375,961.9500122070312,975.6500244140625,967.469970703125,1539100,967.469970703125,1501622952.5756836,,-0.006418683182072171,1.0173185811809962
2017-10-03,972.4400024414062,962.7100219726562,967.5599975585938,972.0800170898438,1083300,972.0800170898438,1048157745.3552246,,0.0047650537239603,1.0221661588747066
2017-10-04,974.4000244140625,965.6099853515625,971.760009765625,966.780029296875,1057800,966.780029296875,1027927738.3300781,,-0.005452213500731662,1.016593090743299
2017-10-05,986.510009765625,970.27001953125,972.7899780273438,985.1900024414062,1780900,985.1900024414062,1732441671.8688965,,0.019042566650782522,1.0359516324305031
