Date,High,Low,Open,Close,Volume,Adj Close,Total Traded,returns,Cumulative Returns
2017-07-10,70.25,69.19999694824219,69.45999908447266,69.9800033569336,15014500.0,65.54704284667969,1042907156.2538147,,
2017-07-11,70.68000030517578,69.75,70.0,69.98999786376953,17460000.0,65.556396484375,1222200000.0,0.00014281946779792776,1.000142819467798
2017-07-12,71.27999877929688,70.55000305175781,70.69000244140625,71.1500015258789,17750900.0,66.64293670654297,1254811164.3371582,0.016573849085796954,1.0167190356219007
2017-07-13,72.04000091552734,71.30999755859375,71.5,71.7699966430664,20269800.0,67.22364044189453,1449290700.0,0.008713915725806265,1.025578639615133
2017-07-14,73.2699966430664,71.95999908447266,72.23999786376953,72.77999877929688,25868100.0,68.16966247558594,1868711488.7397766,0.014072762762600055,1.0400113645048268
2017-07-17,73.44999694824219,72.72000122070312,72.80000305175781,73.3499984741211,21803900.0,68.70356750488281,1587323986.5402222,0.007831817867333557,1.0481565440915857
2017-07-18,73.38999938964844,72.66000366210938,73.08999633789062,73.30000305175781,26435300.0,68.6567153930664,1932155980.19104,-0.0006816008643942828,1.0474421196851122
2017-07-19,74.04000091552734,73.44999694824219,73.5,73.86000061035156,22416200.0,69.1812744140625,1647590700.0,0.007639802664105355,1.0554443707815788
2017-07-20,74.30000305175781,73.27999877929688,74.18000030517578,74.22000122070312,42361000.0,69.51844024658203,3142338992.9275513,0.004874094332204759,1.0605887062071628
2017-07-21,74.29000091552734,73.16999816894531,73.44999694824219,73.79000091552734,46717100.0,69.11569213867188,3431370852.430725,-0.005793590650815528,1.0544440893945204
2017-07-24,73.75,73.12999725341797,73.52999877929688,73.5999984741211,21394800.0,68.93769836425781,1573159617.8833008,-0.0025749076981820274,1.051728993191436
2017-07-25,74.30999755859375,73.5,73.80000305175781,74.19000244140625,22018700.0,69.49034881591797,1624980127.1957397,0.008016358417352487,1.0601600297587799
2017-07-26,74.37999725341797,73.80999755859375,74.33999633789062,74.05000305175781,16252200.0,69.35922241210938,1208188488.482666,-0.0018870384828334474,1.0581594669846632
2017-07-27,74.41999816894531,72.31999969482422,73.76000213623047,73.16000366210938,36844200.0,68.52560424804688,2717628270.7077026,-0.012018897406747775,1.0454415569109956
2017-07-28,73.30999755859375,72.54000091552734,72.66999816894531,73.04000091552734,18306700.0,68.41319274902344,1330347855.4794312,-0.001640278028637976,1.0437267420949694
2017-07-31,73.44000244140625,72.41000366210938,73.30000305175781,72.69999694824219,23600100.0,68.0947494506836,1729887402.0217896,-0.0046550378289066385,1.0388681546274758
2017-08-01,73.41999816894531,72.48999786376953,73.0999984741211,72.58000183105469,22132300.0,67.98234558105469,1617871096.2287903,-0.0016505518875458147,1.0371534488339442
2017-08-02,72.55999755859375,71.44000244140625,72.55000305175781,72.26000213623047,26499200.0,67.68260192871094,1922517040.8691406,-0.0044089237634504785,1.0325807183470357
2017-08-03,72.44000244140625,71.8499984741211,72.19000244140625,72.1500015258789,18214400.0,67.57957458496094,1314897580.46875,-0.0015222890547965662,1.031008832021302
2017-08-04,73.04000091552734,72.23999786376953,72.4000015258789,72.68000030517578,22579000.0,68.07598876953125,1634719634.4528198,0.0073457902714910706,1.0385824066693854
2017-08-07,72.9000015258789,72.26000213623047,72.80000305175781,72.4000015258789,18705700.0,67.8137435913086,1361775017.085266,-0.0038524873159216932,1.034581281121152
2017-08-08,73.12999725341797,71.75,72.08999633789062,72.79000091552734,22044600.0,68.17903137207031,1589195133.2702637,0.005386731787692556,1.040154292995119
2017-08-09,72.51000213623047,72.05000305175781,72.25,72.47000122070312,22213400.0,67.8792953491211,1604918150.0,-0.004396204022521943,1.0355815625082105
2017-08-10,72.19000244140625,71.3499984741211,71.9000015258789,71.41000366210938,24734500.0,66.8864517211914,1778410587.7418518,-0.014626708165294322,1.0204344132120435
2017-08-11,72.69999694824219,71.27999877929688,71.61000061035156,72.5,21443700.0,67.90740203857422,1535583370.0881958,0.015263916566202074,1.0360102389565935
2017-08-14,73.72000122070312,72.94999694824219,73.05999755859375,73.58999633789062,20096600.0,68.9283447265625,1468257546.9360352,0.01503443224676726,1.0515860647011435
2017-08-15,73.58999633789062,73.04000091552734,73.58999633789062,73.22000122070312,19181400.0,68.94719696044922,1411559155.7556152,-0.005027790944419408,1.0462989098077615
2017-08-16,74.0999984741211,73.16999816894531,73.33999633789062,73.6500015258789,18150400.0,69.35210418701172,1331150269.53125,0.005872716443689363,1.0524435266204037
2017-08-17,73.87000274658203,72.4000015258789,73.58000183105469,72.4000015258789,22977500.0,68.17503356933594,1690684492.073059,-0.016972165296707864,1.034581281121152
2017-08-18,72.83999633789062,71.93000030517578,72.2699966430664,72.48999786376953,18761500.0,68.2597885131836,1355893542.0188904,0.0012430433148327147,1.0358673104663008
2017-08-21,72.4800033569336,71.69999694824219,72.47000122070312,72.1500015258789,17734800.0,67.93965148925781,1285240977.6489258,-0.004690251730032902,1.0310088320213016
2017-08-22,73.23999786376953,72.3499984741211,72.3499984741211,73.16000366210938,14343700.0,68.89069366455078,1037766673.1132507,0.013998643310744852,1.0454415569109954
2017-08-23,73.1500015258789,72.52999877929688,72.95999908447266,72.72000122070312,13766500.0,68.47636413574219,1004403827.3963928,-0.006014248487990925,1.0391540116080606
2017-08-24,72.86000061035156,72.06999969482422,72.73999786376953,72.69000244140625,17098300.0,68.44811248779297,1243730305.4740906,-0.0004125244608540468,1.0387253351596777
2017-08-25,73.3499984741211,72.4800033569336,72.86000061035156,72.81999969482422,12794300.0,68.5705337524414,932192705.809021,0.0017883787185557498,1.040582969443502
2017-08-28,73.08999633789062,72.55000305175781,73.05999755859375,72.83000183105469,14569700.0,68.5799560546875,1064462246.4294434,0.00013735424708039012,1.0407258979337946
2017-08-29,73.16000366210938,72.05000305175781,72.25,73.05000305175781,11478400.0,68.78712463378906,829314400.0,0.003020749899381725,1.043869670585262
